point,intercept,cos,sin
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.08328512141223078,0.004425326626098816,0.010025834855714373
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
0,0.09285786886981323,0.015807361266766923,0.017702205093882404
